iter	Logloss
400	0.01736346889
401	0.01731139056
402	0.01725421499
403	0.01718297413
404	0.01713115563
405	0.0170818006
406	0.01703349079
407	0.01697077252
408	0.01690400186
409	0.01682335752
410	0.0167913215
411	0.01671938943
412	0.01668570768
413	0.0166266275
414	0.01658148176
415	0.01653872383
416	0.01651735607
417	0.01645782452
418	0.01641385713
419	0.01637736928
420	0.01635348841
421	0.01632211559
422	0.0162715787
423	0.01617181032
424	0.01610175364
425	0.0160594318
426	0.01598095225
427	0.01594061101
428	0.01590745537
429	0.0158588119
430	0.01580505822
431	0.0157483931
432	0.01569289567
433	0.01564823418
434	0.01560278496
435	0.01556700526
436	0.01549873841
437	0.01544601528
438	0.01540686915
439	0.01535355845
440	0.01533228929
441	0.01529899393
442	0.01523319217
443	0.01519762243
444	0.01516307008
445	0.01513368645
446	0.01511334401
447	0.01507719182
448	0.01502593771
449	0.01500690667
450	0.01495671583
451	0.01491562888
452	0.01485983276
453	0.01480225177
454	0.01476787922
455	0.01473194915
456	0.01469957273
457	0.01465529628
458	0.01458917733
459	0.01451864765
460	0.01446074841
461	0.01440197476
462	0.01436944092
463	0.0143442318
464	0.01431298788
465	0.0142718795
466	0.01424182427
467	0.01420473059
468	0.01416183503
469	0.01414216566
470	0.01409620054
471	0.01401410284
472	0.01397079739
473	0.01392995443
474	0.01390052405
475	0.01386597933
476	0.01383739071
477	0.0137866429
478	0.01376502503
479	0.01373137429
480	0.01371017842
481	0.01365438611
482	0.01361977265
483	0.01357832612
484	0.01350967925
485	0.01344872666
486	0.01342225058
487	0.01338057363
488	0.01334175828
489	0.01330500551
490	0.01328662252
491	0.01325745893
492	0.01323054138
493	0.01319335028
494	0.01314233557
495	0.01312012589
496	0.01309781085
497	0.01304614882
498	0.01302060985
499	0.01296545263
500	0.01294130249
501	0.01291660929
502	0.0129165794
503	0.01288383426
504	0.01281326275
505	0.01277289835
506	0.01275551509
507	0.01271539928
508	0.01266961257
509	0.01261531495
510	0.01259046421
511	0.01253927757
512	0.01249602268
513	0.01247211148
514	0.01243753238
515	0.01240742335
516	0.01238218995
517	0.01236212763
518	0.01231792173
519	0.01227840859
520	0.01224258598
521	0.01221047749
522	0.0121831817
523	0.01216031206
524	0.01211892202
525	0.01208057746
526	0.012048855
527	0.01203133235
528	0.01199975744
529	0.0119771676
530	0.01195200388
531	0.01191969967
532	0.01189265901
533	0.01186800313
534	0.01181195089
535	0.01177839489
536	0.01176192675
537	0.01171976462
538	0.01169219795
539	0.0116596104
540	0.01163596231
541	0.01160706412
542	0.01158594691
543	0.01156476172
544	0.01153148789
545	0.01150448213
546	0.01147279254
547	0.01145053036
548	0.01143044908
549	0.01143042834
550	0.01141215252
551	0.01138975418
552	0.01137154641
553	0.01134660563
554	0.01132100024
555	0.01129100196
556	0.0112671964
557	0.01124368292
558	0.01121496689
559	0.0111993188
560	0.01115865819
561	0.01114456506
562	0.01111977821
563	0.01109760928
564	0.01107910597
565	0.01104890846
566	0.01100810113
567	0.01100803458
568	0.01100803149
569	0.01099054057
570	0.01096342322
571	0.0109633809
572	0.01096338035
573	0.01096168466
574	0.01096169857
575	0.01095991911
576	0.01095989116
577	0.01095395884
578	0.01093048028
579	0.01091812485
580	0.01088776118
581	0.01087589675
582	0.01085266536
583	0.01082740444
584	0.01080274964
585	0.0107954276
586	0.01077844374
587	0.01077225698
588	0.01073604093
589	0.01073601049
590	0.01070459145
591	0.01067839936
592	0.01065191606
593	0.01065188768
594	0.01062508756
595	0.01060171928
596	0.01058026581
597	0.01054717722
598	0.01051735734
599	0.0104947202
600	0.01045670886
601	0.01043658175
602	0.01042107888
603	0.01040194591
604	0.01038050095
605	0.01035927668
606	0.01033537115
607	0.01031955657
608	0.01031954257
609	0.01028741978
610	0.01026508539
611	0.01023198531
612	0.01020878739
613	0.01017855399
614	0.01016354779
615	0.01013853508
616	0.01010734657
617	0.01007615885
618	0.01003196676
619	0.01000436032
620	0.009989735112
621	0.00994969687
622	0.009926640976
623	0.009897553322
624	0.009874910546
625	0.00985889939
626	0.009834551506
627	0.009807020761
628	0.009807017917
629	0.009795412942
630	0.009795403924
631	0.009784467385
632	0.009761031569
633	0.009727905028
634	0.009727871692
635	0.009705733339
636	0.009675388775
637	0.009675302247
638	0.009660931546
639	0.009660890461
640	0.009660868037
641	0.009660864777
642	0.009639888825
643	0.009639867083
644	0.009639838869
645	0.009639807782
646	0.009639802306
647	0.00963981305
648	0.009639803408
649	0.00963977646
650	0.009614839097
651	0.00960021039
652	0.009591335978
653	0.009591337243
654	0.009563994706
655	0.009563916409
656	0.009548535716
657	0.009530887699
658	0.009492089455
659	0.009463482241
660	0.009463468654
661	0.009463444979
662	0.009463403875
663	0.009463364621
664	0.00946335456
665	0.00946336642
666	0.009452555686
667	0.009452556755
668	0.009452534457
669	0.009452423128
670	0.009452412606
671	0.00945238163
672	0.009452341356
673	0.009452337869
674	0.009452313072
675	0.009452302348
676	0.009452271653
677	0.009452271653
678	0.009452134058
679	0.009452107166
680	0.009452078107
681	0.009452036444
682	0.009452036444
683	0.009452036444
684	0.009452036444
685	0.009452036444
686	0.009452036444
687	0.009452036444
688	0.009451995819
689	0.009451995862
690	0.009451995862
691	0.009451995862
692	0.009451995862
693	0.009451944768
694	0.009451956067
695	0.009451956067
696	0.009451956067
697	0.009451914803
698	0.009451916131
699	0.009451782124
700	0.009451757954
701	0.009451607182
702	0.009451474276
703	0.009451474734
704	0.009451450841
705	0.009451452356
706	0.009451422621
707	0.009451407968
708	0.009451399541
709	0.009429592575
710	0.009409989071
711	0.009394030756
712	0.00938421363
713	0.009370282254
714	0.009355983662
715	0.009331648101
716	0.009318718626
717	0.009304772086
718	0.009278076106
719	0.009259922303
720	0.00925989704
721	0.009259895692
722	0.009259884229
723	0.009259861728
724	0.009259795889
725	0.009259778506
726	0.009259773015
727	0.009259763433
728	0.009259761988
729	0.009259750703
730	0.009259757619
731	0.009259750562
732	0.009259742353
733	0.009259737593
734	0.009259702636
735	0.00925968503
736	0.00925963135
737	0.009259624765
738	0.009259594043
739	0.009259611671
740	0.009259593411
741	0.009259581485
742	0.009259563942
743	0.009259578588
744	0.009259563681
745	0.009259554949
746	0.009259539117
747	0.009259556944
748	0.009259550613
749	0.009259541237
750	0.009259457611
751	0.009259454371
752	0.009259449263
753	0.009259468163
754	0.009259469742
755	0.009259451599
756	0.009259441698
757	0.009259452461
758	0.009259437336
759	0.009259448165
760	0.009259435491
761	0.009259433504
762	0.009259431797
763	0.009259414291
764	0.009259415705
765	0.009259442829
766	0.009259418676
767	0.009259413771
768	0.009259401218
769	0.009259382414
770	0.009259350259
771	0.009259314684
772	0.009259274069
773	0.009259260182
774	0.009259233651
775	0.009259215681
776	0.009259212626
777	0.009259141145
778	0.00925913659
779	0.009259122134
780	0.009259127571
781	0.009259124666
782	0.009259127778
783	0.009259116655
784	0.009259115344
785	0.009259118858
786	0.009259100488
787	0.009259101363
788	0.009259089697
789	0.009259028307
790	0.009258995335
791	0.00925896479
792	0.009258927283
793	0.009258935965
794	0.009258905283
795	0.009258928625
796	0.009258904239
797	0.009258914065
798	0.00925890081
799	0.009258823438
800	0.009258820192
801	0.009258833868
802	0.009258832553
803	0.009258818554
804	0.009258830723
805	0.009258814092
806	0.009258819162
807	0.009258809326
808	0.009258806728
809	0.009258799354
810	0.009258806543
811	0.009258812263
812	0.00925881884
